DateTime,CLOSE
2015/8/25,1608.067
2015/8/26,1535.407
2015/8/27,1605.349
2015/8/28,1713.885
2015/8/31,1681.966
2015/9/1,1591.682
2015/9/2,1555.773
2015/9/7,1565.074
2015/9/8,1641.64
2015/9/9,1712.43
2015/9/10,1685.821
2015/9/11,1689.783
2015/9/14,1575.556
2015/9/15,1471.193
2015/9/16,1585.859
2015/9/17,1563.097
2015/9/18,1593.873
2015/9/21,1669.066
2015/9/22,1673.452
2015/9/23,1675.868
2015/9/24,1694.078
2015/9/25,1639.61
2015/9/28,1671.015
2015/9/29,1642.562
2015/9/30,1649.169
2015/10/8,1724.564
2015/10/9,1757.429
2015/10/12,1817.877
2015/10/13,1865.885
2015/10/14,1853.06
2015/10/15,1902.992
2015/10/16,1927.381
2015/10/19,1948.1
2015/10/20,1962.74
2015/10/21,1832.141
2015/10/22,1895.772
2015/10/23,1944.328
2015/10/26,1987.127
2015/10/27,1990.562
2015/10/28,1955.647
2015/10/29,1964.374
2015/10/30,1955.39
2015/11/2,1897.667
2015/11/3,1894.032
2015/11/4,1991.81
2015/11/5,1992.462
2015/11/6,2033.818
2015/11/9,2064.335
2015/11/10,2082.357
2015/11/11,2117.059
2015/11/12,2154.982
2015/11/13,2149.245
2015/11/16,2178.359
2015/11/17,2139.757
2015/11/18,2081.376
2015/11/19,2148.383
2015/11/20,2160.154
2015/11/23,2121.618
2015/11/24,2137.828
2015/11/25,2175.526
2015/11/26,2150.811
2015/11/27,2011.969
2015/11/30,2050.24
2015/12/1,2038.558
2015/12/2,2030.678
2015/12/3,2077.353
2015/12/4,2054.078
2015/12/7,2087.901
2015/12/8,2040.059
2015/12/9,2066.637
2015/12/10,2051.174
2015/12/11,2021.178
2015/12/14,2062.064
2015/12/15,2081.635
2015/12/16,2089.726
2015/12/17,2151.004
2015/12/18,2139.606
2015/12/21,2152.855
2015/12/22,2176.63
2015/12/23,2152.813
2015/12/24,2142.381
2015/12/25,2152.061
2015/12/28,2101.681
2015/12/29,2127.056
2015/12/30,2147.968
2015/12/31,2124.737
2016/1/4,1933.641
2016/1/5,1908.938
2016/1/6,1952.187
2016/1/7,1771.737
2016/1/8,1797.777
2016/1/11,1661.922
2016/1/12,1680.673
2016/1/13,1617.431
2016/1/14,1683.228
2016/1/15,1624.824
2016/1/18,1650.318
2016/1/19,1719.762
2016/1/20,1708.563
2016/1/21,1618.931
2016/1/22,1642.231
2016/1/25,1657.022
2016/1/26,1514.832
2016/1/27,1487.809
2016/1/28,1410.623
2016/1/29,1478.835
2016/2/1,1463.188
2016/2/2,1520.057
2016/2/3,1531.938
2016/2/4,1565.311
2016/2/5,1537.728
2016/2/15,1534.301
2016/2/16,1598.411
2016/2/17,1622.203
2016/2/18,1616.982
2016/2/19,1626.245
2016/2/22,1662.953
2016/2/23,1648.047
2016/2/24,1663.217
2016/2/25,1525.309
2016/2/26,1532.716
2016/2/29,1444.522
2016/3/1,1477.916
2016/3/2,1555.574
2016/3/3,1561.546
2016/3/4,1514.301
2016/3/7,1544.342
2016/3/8,1552.016
2016/3/9,1510.024
2016/3/10,1481.961
2016/3/11,1478.278
2016/3/14,1534.673
2016/3/15,1535.615
2016/3/16,1517.466
2016/3/17,1581.156
2016/3/18,1642.828
2016/3/21,1679.25
2016/3/22,1681.943
2016/3/23,1693.208
2016/3/24,1677.485
2016/3/25,1687.222
2016/3/28,1687.893
2016/3/29,1655.334
2016/3/30,1724.998
2016/3/31,1724.695
2016/4/1,1717.959
2016/4/5,1772.52
2016/4/6,1785.835
2016/4/7,1766.772
2016/4/8,1749.213
2016/4/11,1779.036
2016/4/12,1757.461
2016/4/13,1777.602
2016/4/14,1789.411
2016/4/15,1780.646
2016/4/18,1759.468
2016/4/19,1766.691
2016/4/20,1684.482
2016/4/21,1657.834
2016/4/22,1681.355
2016/4/25,1670.099
2016/4/26,1700.003
2016/4/27,1700.939
2016/4/28,1695.911
2016/4/29,1695.114
2016/5/3,1747.436
2016/5/4,1743.52
2016/5/5,1758.754
2016/5/6,1681.581
2016/5/9,1623.696
2016/5/10,1612.272
2016/5/11,1598.49
2016/5/12,1623.091
2016/5/13,1628.945
2016/5/16,1671.353
2016/5/17,1656.408
2016/5/18,1604.624
2016/5/19,1624.179
2016/5/20,1633.466
2016/5/23,1663.156
2016/5/24,1650.144
2016/5/25,1634.881
2016/5/26,1639.5
2016/5/27,1624.444
2016/5/30,1614.288
2016/5/31,1684.174
2016/6/1,1704.342
2016/6/2,1715.75
2016/6/3,1721.479
2016/6/6,1735.664
2016/6/7,1741.251
2016/6/8,1748.941
2016/6/13,1665.465
2016/6/14,1673.777
2016/6/15,1752.447
2016/6/16,1772.492
2016/6/17,1763.1
2016/6/20,1770.162
2016/6/21,1746.937
2016/6/22,1774.432
2016/6/23,1756.408
2016/6/24,1731.73
2016/6/27,1770.626
2016/6/28,1772.365
2016/6/29,1784.214
2016/6/30,1776.251
2016/7/1,1767.044
2016/7/4,1796.107
2016/7/5,1816.249
2016/7/6,1814.213
2016/7/7,1830.685
2016/7/8,1817.889
2016/7/11,1812.598
2016/7/12,1822.716
2016/7/13,1838.47
2016/7/14,1845.198
2016/7/15,1856.617
2016/7/18,1844.565
2016/7/19,1850.185
2016/7/20,1840.836
2016/7/21,1846.076
2016/7/22,1831.533
2016/7/25,1823.546
2016/7/26,1840.61
2016/7/27,1763.941
2016/7/28,1765.303
2016/7/29,1746.816
2016/8/1,1715.869
2016/8/2,1735.905
2016/8/3,1737.67
2016/8/4,1752.696
2016/8/5,1740.492
2016/8/8,1759.473
2016/8/9,1775.408
2016/8/10,1771.622
2016/8/11,1743.449
2016/8/12,1760.013
2016/8/15,1798.245
2016/8/16,1812.685
2016/8/17,1817.457
2016/8/18,1819.347
2016/8/19,1831.415
2016/8/22,1805.815
2016/8/23,1803.846
2016/8/24,1804.795
2016/8/25,1787.139
2016/8/26,1791.112
2016/8/29,1793.254
2016/8/30,1794.172
2016/8/31,1797.163
2016/9/1,1788.308
2016/9/2,1782.195
2016/9/5,1784.014
2016/9/6,1823.048
2016/9/7,1815.31
2016/9/8,1820.194
2016/9/9,1805.9
2016/9/12,1752.288
2016/9/13,1760.248
2016/9/14,1751.759
2016/9/19,1767.772
2016/9/20,1759.665
2016/9/21,1759.714
2016/9/22,1766.343
2016/9/23,1751.88
2016/9/26,1709.74
2016/9/27,1718.48
2016/9/28,1716.206
2016/9/29,1712.669
2016/9/30,1719.518
2016/10/10,1754.227
2016/10/11,1760.842
2016/10/12,1762.044
2016/10/13,1761.653
2016/10/14,1760.932
2016/10/17,1753.525
2016/10/18,1788.268
2016/10/19,1782.098
2016/10/20,1783.753
2016/10/21,1774.778
2016/10/24,1786.693
2016/10/25,1787.047
2016/10/26,1776.009
2016/10/27,1776.154
2016/10/28,1761.468
2016/10/31,1755.939
2016/11/1,1769.164
2016/11/2,1755.237
2016/11/3,1764.481
2016/11/4,1756.968
2016/11/7,1759.211
2016/11/8,1765.26
2016/11/9,1746.353
2016/11/10,1762.653
2016/11/11,1774.92
2016/11/14,1777.441
2016/11/15,1783.452
2016/11/16,1787.898
2016/11/17,1789.861
2016/11/18,1781.111
2016/11/21,1785.28
2016/11/22,1795.413
2016/11/23,1789.072
2016/11/24,1781.627
2016/11/25,1788.982
2016/11/28,1792.28
2016/11/29,1794.771
2016/11/30,1793.472
2016/12/1,1803.626
2016/12/2,1783.575
2016/12/5,1774.696
2016/12/6,1781.715
2016/12/7,1797.631
2016/12/8,1791.951
2016/12/9,1785.457
2016/12/12,1714.483
2016/12/13,1716.558
2016/12/14,1700.306
2016/12/15,1714.081
2016/12/16,1726.99
2016/12/19,1723.8178
2016/12/20,1721.8544
2016/12/21,1729.6167
2016/12/22,1738.1062
2016/12/23,1717.17
2016/12/26,1718.0877
2016/12/27,1713.3227
2016/12/28,1712.8947
2016/12/29,1701.0088
2016/12/30,1705.7706
2017/1/3,1717.1635
2017/1/4,1748.0365
2017/1/5,1743.001
2017/1/6,1729.6809
2017/1/9,1745.9972
2017/1/10,1738.1051
2017/1/11,1727.4008
2017/1/12,1714.9527
2017/1/13,1696.6813
2017/1/16,1656.8413
2017/1/17,1664.4408
2017/1/18,1655.9007
2017/1/19,1650.8
2017/1/20,1666.6171
2017/1/23,1678.1808
2017/1/24,1671.725
2017/1/25,1681.885
2017/1/26,1690.45
2017/2/3,1686.8512
2017/2/6,1698.0223
2017/2/7,1693.3067
2017/2/8,1701.7985
2017/2/9,1712.9517
2017/2/10,1714.981
2017/2/13,1725.5742
2017/2/14,1728.6296
2017/2/15,1711.6101
2017/2/16,1724.218
2017/2/17,1715.4823
2017/2/20,1735.2714
2017/2/21,1750.2164
2017/2/22,1754.5405
2017/2/23,1763.8496
2017/2/24,1765.7264
2017/2/27,1752.5013
2017/2/28,1763.3443
2017/3/1,1768.2264
2017/3/2,1768.3548
2017/3/3,1788.3394
2017/3/6,1803.3407
2017/3/7,1802.3187
2017/3/8,1795.1666
2017/3/9,1783.992
2017/3/10,1794.0049
2017/3/13,1812.5641
2017/3/14,1805.1843
2017/3/15,1804.2295
2017/3/16,1823.6815
2017/3/17,1807.9764
2017/3/20,1815.961
2017/3/21,1815.5508
2017/3/22,1817.8583
2017/3/23,1820.4767
2017/3/24,1820.9411
2017/3/27,1819.6746
2017/3/28,1815.0033
2017/3/29,1810.5672
2017/3/30,1779.0317
2017/3/31,1792.4812
2017/4/5,1839.3406
2017/4/6,1843.9206
2017/4/7,1840.994
2017/4/10,1825.2592
2017/4/11,1837.0481
2017/4/12,1822.2388
2017/4/13,1836.5541
2017/4/14,1806.7126
2017/4/17,1795.4012
2017/4/18,1780.059
2017/4/19,1762.0205
2017/4/20,1754.8431
2017/4/21,1744.1403
2017/4/24,1692.4267
2017/4/25,1693.8307
2017/4/26,1698.7181
2017/4/27,1710.6778
2017/4/28,1711.1149
2017/5/2,1709.7885
2017/5/3,1705.355
2017/5/4,1696.6786
2017/5/5,1679.238
2017/5/8,1651.3945
2017/5/9,1649.9326
2017/5/10,1607.2152
2017/5/11,1602.3255
2017/5/12,1599.4116
2017/5/15,1602.7333
2017/5/16,1636.8111
2017/5/17,1638.1028
2017/5/18,1618.9262
2017/5/19,1614.5288
2017/5/22,1590.693
2017/5/23,1564.742
2017/5/24,1573.3309
2017/5/25,1583.7555
2017/5/26,1583.9398
2017/5/31,1584.5897
2017/6/1,1559.4878
2017/6/2,1570.7775
2017/6/5,1582.0041
2017/6/6,1583.6037
2017/6/7,1611.5264
2017/6/8,1611.3273
2017/6/9,1626.1966
2017/6/12,1608.795
2017/6/13,1639.6886
2017/6/14,1638.4234
2017/6/15,1647.6272
2017/6/16,1648.8089
2017/6/19,1653.4815
2017/6/20,1668.2747
2017/6/21,1673.9978
2017/6/22,1651.2006
2017/6/23,1659.594
2017/6/26,1690.3117
2017/6/27,1686.3533
2017/6/28,1678.3867
2017/6/29,1677.7341
2017/6/30,1687.9838
2017/7/3,1696.8386
2017/7/4,1700.4118
2017/7/5,1716.8836
2017/7/6,1733.9262
2017/7/7,1745.0933
2017/7/10,1733.2133
2017/7/11,1710.1175
2017/7/12,1721.4679
2017/7/13,1714.9857
2017/7/14,1726.3992
2017/7/17,1668.6429
2017/7/18,1681.1052
2017/7/19,1713.2071
2017/7/20,1736.544
2017/7/21,1749.7942
2017/7/24,1743.9753
2017/7/25,1739.5949
2017/7/26,1741.2029
2017/7/27,1742.2961
2017/7/28,1768.2231
2017/7/31,1788.954
2017/8/1,1793.9838
2017/8/2,1793.6601
2017/8/3,1791.3067
2017/8/4,1760.4125
2017/8/7,1779.1128
2017/8/8,1768.7801
2017/8/9,1773.0515
2017/8/10,1759.3539
2017/8/11,1730.7732
2017/8/14,1776.0436
2017/8/15,1786.9263
2017/8/16,1779.8098
2017/8/17,1794.3793
2017/8/18,1783.8441
2017/8/21,1796.5163
2017/8/22,1799.6909
2017/8/23,1786.5707
2017/8/24,1771.881
2017/8/25,1791.0935
2017/8/28,1814.0224
2017/8/29,1810.8018
2017/8/30,1811.985
2017/8/31,1829.6622
2017/9/1,1839.7327
2017/9/4,1850.0824
2017/9/5,1878.3217
2017/9/6,1902.979
2017/9/7,1893.7613
2017/9/8,1902.7299
2017/9/11,1973.5294
2017/9/12,1963.8902
2017/9/13,1984.9929
2017/9/14,1965.1306
2017/9/15,1956.7885
2017/9/18,1979.839
2017/9/19,1966.2142
2017/9/20,1987.0637
2017/9/21,1956.9802
2017/9/22,1945.3319
2017/9/25,1919.7472
2017/9/26,1935.1169
2017/9/27,1969.2613
2017/9/28,1968.3799
2017/9/29,1964.764
2017/10/9,1983.3491
2017/10/10,1961.5824
2017/10/11,1953.5345
2017/10/12,1940.2149
2017/10/13,1952.7983
2017/10/16,1933.4991
2017/10/17,1930.6611
2017/10/18,1922.8234
2017/10/19,1909.7896
2017/10/20,1940.6975
2017/10/23,1938.3646
2017/10/24,1940.4172
2017/10/25,1943.297
2017/10/26,1952.5441
2017/10/27,1947.5467
2017/10/30,1915.3981
2017/10/31,1937.8941
2017/11/1,1939.5937
2017/11/2,1926.9357
2017/11/3,1920.6651
2017/11/6,1947.0315
2017/11/7,1960.6189
2017/11/8,1985.4496
2017/11/9,2003.0304
2017/11/10,2042.6645
2017/11/13,2051.9946
2017/11/14,2005.1026
2017/11/15,1950.9749
2017/11/16,1954.9527
2017/11/17,1898.9419
2017/11/20,1939.5936
2017/11/21,1948.1717
2017/11/22,1947.5738
2017/11/23,1879.6461
2017/11/24,1881.8369
2017/11/27,1831.7935
2017/11/28,1860.7976
2017/11/29,1855.5145
2017/11/30,1829.436
2017/12/1,1849.5376
2017/12/4,1841.7681
2017/12/5,1796.5098
2017/12/6,1812.856
2017/12/7,1795.2401
2017/12/8,1812.4956
2017/12/11,1853.0507
2017/12/12,1842.0418
2017/12/13,1861.3408
2017/12/14,1856.1213
2017/12/15,1833.8158
2017/12/18,1815.8131
2017/12/19,1824.2488
2017/12/20,1814.6962
2017/12/21,1834.9458
2017/12/22,1853.6655
2017/12/25,1831.2243
2017/12/26,1837.9166
2017/12/27,1831.3188
2017/12/28,1830.6434
2017/12/29,1844.8274
2018/1/2,1861.2803
2018/1/3,1888.6382
2018/1/4,1887.5078
2018/1/5,1872.355
2018/1/8,1868.957
2018/1/9,1863.1409
2018/1/10,1844.7831
2018/1/11,1844.9948
2018/1/12,1838.9986
2018/1/15,1769.4576
2018/1/16,1764.6909
2018/1/17,1752.4228
2018/1/18,1762.6241
2018/1/19,1767.8354
2018/1/22,1792.9995
2018/1/23,1803.6503
2018/1/24,1816.0515
2018/1/25,1812.8975
2018/1/26,1804.336
2018/1/29,1772.7209
2018/1/30,1784.3005
2018/1/31,1753.5036
2018/2/1,1699.3426
2018/2/2,1703.7343
2018/2/5,1672.1682
2018/2/6,1599.4504
2018/2/7,1600.3471
2018/2/8,1621.6671
2018/2/9,1576.064
2018/2/12,1642.3267
2018/2/13,1649.5672
2018/2/14,1667.0097
2018/2/22,1696.8736
2018/2/23,1699.098
2018/2/26,1740.0571
2018/2/27,1740.5608
2018/2/28,1752.453
2018/3/1,1776.1169
2018/3/2,1761.5786
2018/3/5,1772.3148
2018/3/6,1789.4592
2018/3/7,1777.009
2018/3/8,1774.4301
2018/3/9,1807.4541
2018/3/12,1850.1058
2018/3/13,1835.7061
2018/3/14,1822.551
2018/3/15,1831.5835
2018/3/16,1813.8658
2018/3/19,1813.927
2018/3/20,1814.0483
2018/3/21,1803.8125
2018/3/22,1797.0493
2018/3/23,1713.404
2018/3/26,1741.3686
2018/3/27,1784.3914
2018/3/28,1752.9912
2018/3/29,1748.3821
2018/3/30,1768.9008
2018/4/2,1761.1251
2018/4/3,1733.3424
2018/4/4,1716.5819
2018/4/9,1713.7296
2018/4/10,1724.2875
2018/4/11,1733.8421
2018/4/12,1713.3509
2018/4/13,1710.3841
2018/4/16,1695.335
2018/4/17,1655.6812
2018/4/18,1682.3937
2018/4/19,1703.1121
2018/4/20,1669.9317
2018/4/23,1661.2432
2018/4/24,1697.1932
2018/4/25,1684.7968
2018/4/26,1647.1997
2018/4/27,1650.8023
2018/5/2,1647.2687
2018/5/3,1664.1324
2018/5/4,1659.6932
2018/5/7,1704.831
2018/5/8,1713.8135
2018/5/9,1713.2651
2018/5/10,1717.3853
2018/5/11,1723.2228
2018/5/14,1729.9155
2018/5/15,1740.3034
2018/5/16,1731.9908
2018/5/17,1711.9518
2018/5/18,1714.2013
2018/5/21,1733.8299
2018/5/22,1730.9395
2018/5/23,1709.2798
2018/5/24,1697.2513
2018/5/25,1674.0199
2018/5/28,1662.7534
2018/5/29,1650.3682
2018/5/30,1601.8417
2018/5/31,1613.868
2018/6/1,1590.6319
2018/6/4,1546.3491
2018/6/5,1565.089
2018/6/6,1561.2262
2018/6/7,1559.0237
2018/6/8,1542.0534
2018/6/11,1530.8344
2018/6/12,1536.5531
2018/6/13,1514.0115
2018/6/14,1506.1282
2018/6/15,1483.3428
2018/6/19,1399.9928
2018/6/20,1408.6484
2018/6/21,1375.6782
2018/6/22,1404.3841
2018/6/25,1399.7189
2018/6/26,1405.6512
2018/6/27,1396.4727
2018/6/28,1384.3852
2018/6/29,1414.759
2018/7/2,1384.9056
2018/7/3,1390.4903
2018/7/4,1366.6201
2018/7/5,1338.9482
2018/7/6,1348.3778
2018/7/9,1373.6307
2018/7/10,1379.0762
2018/7/11,1361.1453
2018/7/12,1392.7106
2018/7/13,1392.8734
2018/7/16,1385.1018
2018/7/17,1393.5187
2018/7/18,1385.4131
2018/7/19,1368.3292
2018/7/20,1387.0156
2018/7/23,1403.5132
2018/7/24,1429.5974
2018/7/25,1418.2642
2018/7/26,1407.1215
2018/7/27,1401.6987
2018/7/30,1392.8933
2018/7/31,1379.9056
2018/8/1,1359.5111
2018/8/2,1320.1926
2018/8/3,1301.6323
2018/8/6,1262.3377
2018/8/7,1287.7778
2018/8/8,1279.3818
2018/8/9,1304.9265
2018/8/10,1309.9423
2018/8/13,1313.054
2018/8/14,1310.6012
2018/8/15,1279.714
2018/8/16,1265.4016
2018/8/17,1246.0502
2018/8/20,1262.7232
2018/8/21,1273.2828
2018/8/22,1262.145
2018/8/23,1270.4893
2018/8/24,1262.7935
2018/8/27,1288.0645
2018/8/28,1297.7451
2018/8/29,1287.0415
2018/8/30,1270.8338
2018/8/31,1262.557
2018/9/3,1266.8876
2018/9/4,1275.5076
2018/9/5,1256.8633
2018/9/6,1249.5467
2018/9/7,1252.4073
2018/9/10,1233.53
2018/9/11,1237.248
2018/9/12,1242.675
2018/9/13,1250.8771
2018/9/14,1252.4023
2018/9/17,1238.1314
2018/9/18,1258.6691
2018/9/19,1270.6065
2018/9/20,1268.5229
2018/9/21,1292.6766
2018/9/25,1289.6985
2018/9/26,1302.241
2018/9/27,1284.2902
2018/9/28,1299.2593
2018/10/8,1255.1469
2018/10/9,1250.3318
2018/10/10,1236.7046
2018/10/11,1149.7391
2018/10/12,1146.4308
2018/10/15,1130.0061
2018/10/16,1105.5005
2018/10/17,1117.8136
2018/10/18,1089.9939
2018/10/19,1120.8769
2018/10/22,1175.1035
2018/10/23,1150.3775
2018/10/24,1154.5474
2018/10/25,1149.4439
2018/10/26,1149.5877
2018/10/29,1131.2907
2018/10/30,1137.3779
2018/10/31,1160.6986
2018/11/1,1168.6081
2018/11/2,1216.8022
2018/11/5,1236.6514
2018/11/6,1232.1683
2018/11/7,1224.3318
2018/11/8,1215.4532
2018/11/9,1213.8231
2018/11/12,1252.0676
2018/11/13,1263.9416
2018/11/14,1259.3797
2018/11/15,1274.6699
2018/11/16,1282.6633
2018/11/19,1288.6627
2018/11/20,1256.054
2018/11/21,1264.4523
2018/11/22,1261.0089
2018/11/23,1214.1204
2018/11/26,1216.5412
2018/11/27,1232.9712
2018/11/28,1262.12
2018/11/29,1245.0183
2018/11/30,1264.6324
2018/12/3,1292.2865
2018/12/4,1292.622
2018/12/5,1300.4204
2018/12/6,1284.1979
2018/12/7,1288.9902
2018/12/10,1273.7353
2018/12/11,1283.3031
2018/12/12,1292.2877
2018/12/13,1304.169
2018/12/14,1276.605
2018/12/17,1266.5813
2018/12/18,1265.9326
2018/12/19,1241.5083
2018/12/20,1245.9786
2018/12/21,1232.9411
2018/12/24,1242.7397
2018/12/25,1226.341
2018/12/26,1220.5545
2018/12/27,1207.9002
2018/12/28,1209.125
2019/1/2,1197.8373
2019/1/3,1188.0095
2019/1/4,1219.3744
2019/1/7,1250.8447
2019/1/8,1254.9614
2019/1/9,1245.8905
2019/1/10,1258.7713
2019/1/11,1259.5005
2019/1/14,1254.3166
2019/1/15,1276.1396
2019/1/16,1268.3064
2019/1/17,1255.1861
2019/1/18,1270.9648
2019/1/21,1278.569
2019/1/22,1262.7922
2019/1/23,1273.3694
2019/1/24,1284.0747
2019/1/25,1291.2348
2019/1/28,1294.9046
2019/1/29,1280.6267
2019/1/30,1274.6762
2019/1/31,1259.8445
2019/2/1,1300.4089
2019/2/11,1332.7418
2019/2/12,1337.413
2019/2/13,1357.5382
2019/2/14,1377.7136
2019/2/15,1362.8868
2019/2/18,1409.6082
2019/2/19,1398.803
2019/2/20,1409.0144
2019/2/21,1402.1295
2019/2/22,1434.0116
2019/2/25,1507.3057
2019/2/26,1496.174
2019/2/27,1460.8831
2019/2/28,1463.4854
2019/3/1,1478.8048
2019/3/4,1497.7307
2019/3/5,1527.1403
2019/3/6,1544.2335
2019/3/7,1543.7619
2019/3/8,1480.46
2019/3/11,1574.7067
2019/3/12,1602.9334
2019/3/13,1583.3654
2019/3/14,1546.4482
2019/3/15,1566.267
2019/3/18,1583.3981
2019/3/19,1588.421
2019/3/20,1576.1944
2019/3/21,1588.7116
2019/3/22,1582.5515
2019/3/25,1563.4185
2019/3/26,1524.8526
2019/3/27,1520.4603
2019/3/28,1503.3843
2019/3/29,1539.0013
2019/4/1,1600.9989
2019/4/2,1605.3212
2019/4/3,1604.155
2019/4/4,1611.872
2019/4/8,1593.7888
2019/4/9,1598.7619
2019/4/10,1597.1268
2019/4/11,1579.8166
2019/4/12,1577.3795
2019/4/15,1564.3211
2019/4/16,1591.9257
2019/4/17,1640.2283
2019/4/18,1620.2755
2019/4/19,1631.1987
2019/4/22,1608.1564
2019/4/23,1568.963
2019/4/24,1586.4725
2019/4/25,1529.1673
2019/4/26,1498.0988
2019/4/29,1462.9501
2019/4/30,1467.7685
2019/5/6,1370.1588
2019/5/7,1385.8876
2019/5/8,1367.7783
2019/5/9,1358.9585
2019/5/10,1401.6753
2019/5/13,1376.1758
2019/5/14,1369.9148
2019/5/15,1412.2212
2019/5/16,1426.0649
2019/5/17,1373.4547
2019/5/20,1362.5188
2019/5/21,1383.3539
2019/5/22,1373.3687
2019/5/23,1348.6626
2019/5/24,1343.9208
2019/5/27,1377.7721
2019/5/28,1381.8022
2019/5/29,1376.4366
2019/5/30,1368.5944
2019/5/31,1376.399
2019/6/3,1352.7721
2019/6/4,1341.5205
2019/6/5,1341.5569
2019/6/6,1315.0624
2019/6/10,1338.209
2019/6/11,1375.8575
2019/6/12,1362.8694
2019/6/13,1366.3083
2019/6/14,1342.5124
2019/6/17,1333.9916
2019/6/18,1332.6563
2019/6/19,1349.81
2019/6/20,1374.2407
2019/6/21,1391.7193
2019/6/24,1394.705
2019/6/25,1376.99
2019/6/26,1380.2423
2019/6/27,1390.514
2019/6/28,1376.6359
2019/7/1,1413.3956
2019/7/2,1413.6037
2019/7/3,1406.2062
2019/7/4,1399.9334
2019/7/5,1402.4547
2019/7/8,1359.1642
2019/7/9,1366.4406
2019/7/10,1364.4744
2019/7/11,1353.6315
2019/7/12,1372.181
2019/7/15,1382.8917
2019/7/16,1379.7112
2019/7/17,1379.7058
2019/7/18,1366.3461
2019/7/19,1376.468
2019/7/22,1355.8937
2019/7/23,1376.7722
2019/7/24,1390.0551
2019/7/25,1392.5269
2019/7/26,1396.8696
2019/7/29,1396.6159
2019/7/30,1400.8306
2019/7/31,1395.6741
2019/8/1,1393.2382
2019/8/2,1378.9304
2019/8/5,1355.2398
2019/8/6,1327.1641
2019/8/7,1325.9149
2019/8/8,1328.1566
2019/8/9,1313.6695
2019/8/12,1331.1062
2019/8/13,1321.077
2019/8/14,1327.2796
2019/8/15,1332.5766
2019/8/16,1329.4493
2019/8/19,1367.4972
2019/8/20,1361.522
2019/8/21,1381.793
2019/8/22,1381.5611
2019/8/23,1375.1222
2019/8/26,1357.9318
2019/8/27,1377.4139
2019/8/28,1381.5096
2019/8/29,1374.9052
2019/8/30,1364.2106
2019/9/2,1400.9627
2019/9/3,1408.2091
2019/9/4,1419.2733
2019/9/5,1426.4864
2019/9/6,1425.3047
2019/9/9,1455.4874
2019/9/10,1452.4447
2019/9/11,1444.2544
2019/9/12,1449.9219
2019/9/16,1448.8441
2019/9/17,1413.3145
2019/9/18,1408.781
2019/9/19,1426.4432
2019/9/20,1431.4437
2019/9/23,1414.2848
2019/9/24,1430.1794
2019/9/25,1410.0763
2019/9/26,1379.2091
2019/9/27,1387.3187
2019/9/30,1375.3751
2019/10/8,1376.6454
2019/10/9,1387.4131
2019/10/10,1402.8388
2019/10/11,1392.1081
2019/10/14,1409.211
2019/10/15,1386.7626
2019/10/16,1367.6958
2019/10/17,1361.7646
2019/10/18,1340.8912
2019/10/21,1336.2185
2019/10/22,1345.8794
2019/10/23,1337.5116
2019/10/24,1336.708
2019/10/25,1345.9879
2019/10/28,1367.875
2019/10/29,1353.3579
2019/10/30,1339.3916
2019/10/31,1333.6609
2019/11/1,1344.5392
2019/11/4,1349.5632
2019/11/5,1367.8082
2019/11/6,1370.5864
2019/11/7,1369.1222
2019/11/8,1367.1915
2019/11/11,1339.9441
2019/11/12,1334.9692
2019/11/13,1331.2885
2019/11/14,1336.6002
2019/11/15,1319.9585
2019/11/18,1330.2437
2019/11/19,1360.6077
2019/11/20,1349.7453
2019/11/21,1353.3553
2019/11/22,1357.2775
2019/11/25,1359.9579
2019/11/26,1373.7399
2019/11/27,1369.7549
2019/11/28,1367.2899
2019/11/29,1372.3907
2019/12/2,1372.7439
2019/12/3,1380.1976
2019/12/4,1378.7821
2019/12/5,1393.541
2019/12/6,1404.4727
2019/12/9,1402.3474
2019/12/10,1401.6321
2019/12/11,1389.7964
2019/12/12,1387.0672
2019/12/13,1410.3139
2019/12/16,1432.1662
2019/12/17,1458.8787
2019/12/18,1447.4759
2019/12/19,1449.4852
2019/12/20,1440.2858
2019/12/23,1422.3109
2019/12/24,1464.2196
2019/12/25,1483.0048
2019/12/26,1490.5949
2019/12/27,1481.9057
2019/12/30,1506.3486
2019/12/31,1503.1484
2020/1/2,1536.2245
2020/1/3,1540.5728
2020/1/6,1575.605
2020/1/7,1583.1258
2020/1/8,1578.0934
2020/1/9,1601.0623
2020/1/10,1588.5313
2020/1/13,1621.1646
2020/1/14,1628.9989
2020/1/15,1613.3438
2020/1/16,1609.8978
2020/1/17,1603.5537
2020/1/20,1642.1908
2020/1/21,1617.5463
2020/1/22,1668.6386
2020/1/23,1625.8315
2020/2/3,1503.274
2020/2/4,1571.9604
2020/2/5,1623.4711
2020/2/6,1661.5119
2020/2/7,1650.142
2020/2/10,1699.684
2020/2/11,1679.1635
2020/2/12,1739.4268
2020/2/13,1728.7174
2020/2/14,1708.7029
2020/2/17,1763.23
2020/2/18,1791.4887
2020/2/19,1771.2831
2020/2/20,1820.1898
2020/2/21,1829.9783
2020/2/24,1821.3082
2020/2/25,1857.6679
2020/2/26,1787.0468
2020/2/27,1777.7945
2020/2/28,1663.0775
2020/3/2,1714.7525
2020/3/3,1734.8234
2020/3/4,1723.8975
2020/3/5,1754.2608
2020/3/6,1747.8236
2020/3/9,1656.1044
2020/3/10,1705.4168
2020/3/11,1684.1945
2020/3/12,1640.1574
2020/3/13,1634.6742
